x,y,type,name
20.9627409,41.5126349,supermarket,Ramstore
20.9077023,41.7907152,supermarket,Kultura gostivar
20.907855,41.79495,supermarket,boss
21.3165363,41.8005071,kiosk,They do not sell beer here!
20.8840178,41.8300832,supermarket,SELO
20.8856596,41.8398833,supermarket,Kiper
20.8857735,41.8411753,supermarket,IDEAL
20.9153603,41.9223711,supermarket,Кипер
21.7058314,42.139421,supermarket,STC Supermarket 1
21.7077221,42.1386079,supermarket,STC Supermarket 2
21.7316379,42.1186471,supermarket,Kima kumanovo
21.7318363,42.1202041,supermarket,Super Srk
21.7334993,42.1210556,supermarket,Paket Market
21.7171816,42.1298987,supermarket,Goran daniel kumanovo
21.7166312,42.130618,supermarket,Kane kumanovo
21.7295036,42.1244911,supermarket,Mar-bo kumanovo
21.7187075,42.135562,supermarket,Tinex kumanovo
21.7192467,42.1364753,kiosk,Трафика
21.7280094,42.1336226,supermarket,Kjosar
21.7283162,42.1328773,supermarket,Elida
21.7272851,42.1371766,supermarket,КАМ
21.7248163,42.1388936,supermarket,Му Маркет
21.7350929,42.1330452,supermarket,Тинекс
21.7318897,42.1388559,supermarket,Steki prom kumanovo
21.7555938,42.1060671,supermarket,Nami kom kumanovo
21.7414395,42.1448318,supermarket,Centrobiznis 3 kumanovo
21.7333698,42.1558735,supermarket,Centrobiznis 2 kumanovo
21.7348131,42.1576319,supermarket,Stef kri kumanovo
21.742493,42.1581571,supermarket,Centrobiznis 1 kumanovo
21.449974,42.0528304,supermarket,Орашец
21.4512558,42.0560288,supermarket,Кам Маркет
22.5901778,42.0226888,kiosk,Kiosque
21.411176,41.9903083,supermarket,Tinex
21.4154047,42.003633,supermarket,Рептил маркет
21.2883984,42.1584766,supermarket,Alba market
21.2960705,42.1453835,supermarket,Hit market
21.3003579,42.1488866,supermarket,Shell
21.2965102,42.150372,supermarket,NTP Atlas
21.298663,42.150401,supermarket,Luta
21.298336,42.1510536,supermarket,Gimi
21.2980138,42.1511208,supermarket,NTP Besa
21.1170108,42.0530902,supermarket,heppi dmj
21.2162734,41.5131208,supermarket,Александрија
21.2164115,41.5139095,supermarket,Filipos
22.7795045,41.9700177,supermarket,Коста груп
22.7774987,41.971385,supermarket,Кит-Го Супермаркет
22.7820669,41.9694518,supermarket,Космос
22.7828039,41.9697285,supermarket,Бисер
21.4533122,41.974857,supermarket,Супер Тинекс
21.4722684,41.9720378,supermarket,ЗУР Маркет
21.4835448,41.9772072,supermarket,Јовче
21.4851324,41.9781331,supermarket,Бина
21.3914204,42.0017143,supermarket,Кам маркет Тафталиџе
21.5033827,42.0046326,supermarket,Жито Маркет
21.5104508,42.011324,supermarket,Рептил
21.5139779,42.0277156,supermarket,Грогос
21.4757273,41.9984456,supermarket,Stokomak Magacin
21.4807491,41.9924494,department_store,Бранко Гапо
21.4808389,41.9936664,department_store,Боми 10
21.4816036,41.9930299,department_store,24 Вести
21.482026,41.993612,department_store,Интерфуд
21.4826856,41.992571,department_store,МКД
21.4838961,41.9916124,department_store,Боми 10 Сервис
21.483821,41.9973587,supermarket,Електрометал
21.4623331,42.0026311,supermarket,КАМ Маркет
21.4610918,42.0110894,supermarket,Zito zelezara
21.4649937,41.9839638,supermarket,Пазарче
21.4674517,41.9854287,supermarket,Кам Маркет
21.4675141,41.9866616,supermarket,Жито Маркет
21.4691912,41.9898103,supermarket,M Market
21.4416628,42.0248127,supermarket,Кам Маркет
21.4383256,41.9813069,supermarket,Рептил
21.4403011,41.9823773,supermarket,Веро
21.4439477,41.9817349,supermarket,KAM
21.4414652,41.9930392,supermarket,Веро 9
21.441556,41.993327,supermarket,DM
20.9251687,41.9424416,supermarket,Saufa
20.9269285,41.9411401,supermarket,Market Beni
20.9278787,41.9428509,supermarket,Daman
20.9297959,41.948539,supermarket,Jeta e Re
22.3361083,42.2071017,supermarket,Paket Market / Пакет Маркет
22.3109725,42.1924425,supermarket,КАМ Маркет
22.3133431,42.1932292,supermarket,Боде
22.3297009,42.201126,supermarket,BE Market
22.3328574,42.1999647,supermarket,пакет маркет
22.3345615,42.2017976,mall,Железара БЕ-ЕН
22.3354896,42.2051708,supermarket,Antiva k.palamka
22.3360401,42.2054613,supermarket,Zegin Healty Food
21.4350123,42.0197651,supermarket,Prince
21.4371996,42.0236333,supermarket,Кипер Маркет
21.4371972,42.0239903,supermarket,Стоко Мак
20.7956734,41.1191635,supermarket,KAM Supermarket
20.7998326,41.1130654,supermarket,Ramstore
20.7999894,41.1132251,supermarket,Tinex
20.8005859,41.1159611,supermarket,TOP Market
20.7980605,41.1171328,supermarket,DON
20.7362141,41.6504797,supermarket,Лазе
20.7337561,41.6613792,supermarket,Аце
20.7571924,41.7017221,supermarket,Маркет Кај Петко
20.7576254,41.7020962,supermarket,Pomahop Kom
21.4345769,41.9947502,supermarket,Веро 7
21.4282631,41.9888431,supermarket,Кам Маркет
21.4323628,41.9810056,supermarket,Кам Маркет
21.4306785,41.9867649,supermarket,Market Polo
21.4323528,41.9896032,supermarket,TINEX
21.4370214,41.9925332,supermarket,Tinex
21.3610348,42.0094581,department_store,PAMS Shoe Store 1
21.3634616,42.0070862,supermarket,Тинекс Ѓорче Петров
21.3649348,42.0068279,supermarket,SP Planet
21.3704929,42.0075655,supermarket,Reptil
21.356581,42.0197432,supermarket,Market Kiki
21.350659,42.0245187,supermarket,Кам
21.4559686,41.9879681,supermarket,Ramstore
21.4548174,41.9897519,supermarket,Тинекс
21.4266878,41.9919017,supermarket,Рамстор
21.428608,41.9935136,supermarket,Деликатесен Тинекс
21.4276669,41.9964763,supermarket,Тинекс центар 2
21.3989021,42.0034268,supermarket,КОСМО Тинекс
21.4001181,42.0068382,supermarket,Granap 1
21.4718709,41.980756,supermarket,ЗУР Маркет
21.4751092,41.9799627,department_store,Базаро
21.4752382,41.9801204,supermarket,Рептил Маркет
21.4764231,41.9794894,supermarket,Рамстор
21.4688286,41.9845218,supermarket,Веро
21.4838698,41.9844445,supermarket,Рамстор
21.4030546,42.0002255,supermarket,ВИНТ дооел
21.4447803,41.9761657,supermarket,Гранап
22.1883931,41.992143,supermarket,Boston probistip
21.4121462,42.0005257,supermarket,Рептил
21.4111987,42.0056203,supermarket,Granap Market
22.462735,41.632422,supermarket,Kit Go
22.464756,41.633188,supermarket,Sloga
22.464931,41.63324,supermarket,Kam
22.46471,41.634405,supermarket,Makom
22.466431,41.635403,supermarket,Kit Go
22.463585,41.63606,supermarket,Paket market
22.461591,41.637992,supermarket,Rial
22.464258,41.637826,supermarket,Makom
22.4745101,41.632333,supermarket,Paket market 30
22.4600772,41.6388824,supermarket,Kit-Go 5 Market
22.4630364,41.6393884,supermarket,Kit Go
22.0923577,41.4874572,supermarket,Супермаркет Дијана
22.1994658,41.7448996,supermarket,АДА Маркет
22.1989152,41.7490662,supermarket,nada merkur
22.2063963,41.7527176,supermarket,Trakom Market Duzlak Stip
22.2036689,41.7813247,supermarket,Set union Karaorman
22.3865111,41.9035531,supermarket,Top bazar kocani
22.4103982,41.918086,supermarket,Hipo
22.4098806,41.9226323,supermarket,Zito Market
22.5004347,41.8866184,supermarket,Mak Progres
22.5041576,41.8853963,supermarket,Zito
21.4159259,41.993198,supermarket,Gramofon Vinyl Macedonia Makedonija
21.5492167,41.3414029,supermarket,Пата
21.5507134,41.3441972,supermarket,КАМ
21.5508426,41.3446569,supermarket,Tinex
22.1959542,41.7384118,supermarket,Зендолино
22.1984795,41.7416455,supermarket,КАМ
22.0148515,41.4227366,supermarket,Dijana
22.0115983,41.4333208,supermarket,Kit-go market
22.0116689,41.4332966,supermarket,MaxiD
22.0125082,41.4336677,supermarket,Tinex
22.0107461,41.4377707,supermarket,MA-GO Prom
22.010536,41.4390428,supermarket,KAM City
22.0089787,41.4394773,supermarket,DTS Market  Silvana & Dobri
22.009204,41.439429,supermarket,Bako&Stojna
22.0098397,41.439984,supermarket,TD
22.0104271,41.4409129,supermarket,TD - supermarket
22.010596,41.4413205,supermarket,Diana 8
22.0106513,41.4413948,supermarket,Dijana
21.7658016,41.7143048,supermarket,Pet Shop K-M br.1
21.761961,41.7175431,supermarket,Туш
21.7836811,41.7165792,supermarket,Pet Shop K-M  br.2
